command,mean,stddev,median,user,system,min,max
prime_sieve_run,0.0036971848656462574,0.0005281297305259358,0.003647806,0.0021893537414965987,0.0013477040816326528,0.002628955,0.006012173
prime_sieve_clang_O1_run_baseline,0.0028642948611111115,0.0004667128986193698,0.0028187790000000004,0.0013256111111111112,0.0014176677350427346,0.001894311,0.00492263
prime_sieve_clang_O3_run_baseline,0.002604429818910258,0.0004339721181998453,0.0025662625000000003,0.001063927083333334,0.0014174607371794884,0.001671912,0.004546290000000001
prime_sieve_gcc_O3_run_baseline,0.0025892058358445652,0.0004278537716529074,0.002543043,0.0010106272799365588,0.0014408207771609825,0.0016876920000000002,0.0048589900000000005
fib_run,0.033786224441860475,0.0010497189950120444,0.033840484500000004,0.03288602325581394,0.0006355813953488371,0.032235819,0.036863302
fib_clang_O1_run_baseline,0.021600820230769226,0.0015496413172255393,0.021188869500000002,0.020331084615384614,0.001027892307692308,0.020042474,0.030975634000000002
fib_clang_O3_run_baseline,0.021416851971223012,0.0009804020908709494,0.021440088000000003,0.020185525179856112,0.0009783956834532378,0.019975197,0.025286099000000003
fib_gcc_O3_run_baseline,0.011062255089403974,0.0008175873234182029,0.0110052275,0.009800688741721854,0.0010563576158940397,0.00951068,0.014581378
mandelbort_run,0.1292041033913044,0.0007942625357827653,0.129024712,0.12769286956521736,0.0009544347826086956,0.127632498,0.130943248
mandelbort_clang_O1_run_baseline,0.11784298888,0.0011724597975489503,0.117826624,0.11603336,0.0012318799999999999,0.11483604700000001,0.12030137900000001
mandelbort_clang_O3_run_baseline,0.1174191734,0.0012335931741251187,0.11759036,0.11541163999999997,0.0014661200000000002,0.114764613,0.12004774300000001
mandelbort_gcc_O3_run_baseline,0.10216402303448276,0.0012537451814306063,0.10221653100000001,0.10053924137931035,0.0010981724137931034,0.09945181700000001,0.10434720700000001
matmul_run,0.08900321496875002,0.0054472594163126305,0.08799520499999999,0.00105140625,0.0018202499999999998,0.07988753600000001,0.100404847
matmul_clang_O1_run_baseline,0.10248914722580645,0.006246346081135855,0.101909737,0.0014173225806451614,0.013997354838709676,0.09012085700000001,0.113415741
matmul_clang_O3_run_baseline,0.10361921881481483,0.008805969198249672,0.102709671,0.0015329629629629634,0.01415188888888889,0.09280808900000001,0.13961482
matmul_gcc_O3_run_baseline,0.10750174983870969,0.007730516578691785,0.107695039,0.0015185806451612906,0.01413793548387097,0.094920062,0.125684172
lu_decomp_run,0.10487357922222226,0.0015186288188269168,0.104637002,0.10139888888888889,0.0026820740740740737,0.10224775100000001,0.1086188
lu_decomp_clang_O1_run_baseline,0.0658407485,0.0017838672467619663,0.0661067055,0.06258218181818181,0.002688045454545454,0.061373355000000004,0.06918331400000001
lu_decomp_clang_O3_run_baseline,0.0301735064950495,0.0014528664405163516,0.030015335,0.02707586138613862,0.002672465346534655,0.027773135,0.035088493000000005
lu_decomp_gcc_O3_run_baseline,0.03166356230612247,0.0030450148548275863,0.030698133500000002,0.028313183673469387,0.0028979081632653056,0.028971597,0.045535934
