command,mean,stddev,median,user,system,min,max
matmul_run,0.6722158389,0.21018628706357292,0.6502728455000001,0.0017759999999999998,0.004324499999999999,0.424711616,1.130170469
matmul_clang_O1_run_baseline,0.7650205884,0.14470604288995126,0.771624163,0.0023818999999999997,0.0037884,0.49982217500000004,0.9764859090000001
matmul_clang_O3_run_baseline,0.8023548513,0.27666789614100773,0.7464263455,0.0016059999999999998,0.0042634,0.47452827100000006,1.500177795
matmul_gcc_O3_run_baseline,1.0146731054,0.219900671137282,1.0255919875,0.0018866,0.00307,0.700349828,1.2953119690000001
prime_sieve_run,0.010301630961267601,0.0006598161900685214,0.010197237000000001,0.007286475352112673,0.0022195739436619705,0.009683622000000001,0.016577852
prime_sieve_clang_O1_run_baseline,0.008965799592391297,0.0016148588671663676,0.008655957500000002,0.005447239130434785,0.002614997282608698,0.005559499000000001,0.024527746000000003
prime_sieve_clang_O3_run_baseline,0.008774217274924476,0.0008792749992872329,0.008763972,0.005212353474320241,0.0027587462235649537,0.006520098,0.011395474000000001
prime_sieve_gcc_O3_run_baseline,0.008922957307167237,0.0009815046499372549,0.008907026,0.005388119453924915,0.0027066894197952194,0.006650851,0.012753314
mandelbort_run,0.5398661898000001,0.025075335008405426,0.53231319,0.5221388,0.0028664,0.516671218,0.6057644510000001
mandelbort_clang_O1_run_baseline,0.44794715549999997,0.004941337992788092,0.44907671450000003,0.4389225,0.0022446999999999996,0.441390561,0.45486892300000004
mandelbort_clang_O3_run_baseline,0.4357860649,0.008764310453951105,0.4348374505,0.4269591999999999,0.0021386,0.420871887,0.45421216600000003
mandelbort_gcc_O3_run_baseline,0.45675102190000005,0.026993434496232184,0.4546826655,0.4274577,0.0032695000000000003,0.42022655200000003,0.49340338300000003
fib_run,0.16949688523529413,0.03186325998036753,0.158716517,0.1632424117647059,0.0011477058823529413,0.14037021600000002,0.24677837100000002
fib_clang_O1_run_baseline,0.07129563782142857,0.0069820246245915684,0.070444873,0.06770157142857142,0.0019577857142857136,0.065901787,0.104291435
fib_clang_O3_run_baseline,0.06961328709302328,0.0017964722841594014,0.070092528,0.06681097674418604,0.0016137441860465116,0.06524094500000001,0.075389434
fib_gcc_O3_run_baseline,0.04177398292592594,0.001654990527838904,0.041957614000000004,0.03873976543209876,0.0018954938271604938,0.034008124,0.044459087
lu_decomp_run,0.2307224847692308,0.003094704685917202,0.230457669,0.2236696923076923,0.004681538461538462,0.225064382,0.23650441800000002
lu_decomp_clang_O1_run_baseline,0.14647778095000002,0.0014045678222643714,0.1465376515,0.14118804999999998,0.0035392999999999996,0.144006758,0.148641553
lu_decomp_clang_O3_run_baseline,0.12601863495652174,0.0023774520845932473,0.126885138,0.12001221739130433,0.00428108695652174,0.11970388500000001,0.12913233500000001
lu_decomp_gcc_O3_run_baseline,0.12827322075,0.00623304923853044,0.1279434885,0.12251416666666663,0.0039768749999999995,0.120361459,0.155406858
